Name,Year,Genre,NASales,EUSales,GlobalSales
Project Runway,2010,Simulation,0.24,0,0.26
Jikkyou Powerful Pro Yakyuu 2013,2013,Sports,0,0,0.26
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,2002,Action,0.19,0.07,0.26
Sengoku Basara 2,2006,Action,0,0,0.26
Naruto: Ultimate Ninja Heroes,2006,Fighting,0.26,0,0.26
Inazuma Eleven Strikers,2011,Role-Playing,0,0.01,0.26
Hey Arnold! The Movie,2002,Platform,0.19,0.07,0.26
Final Fantasy V Advance,2006,Role-Playing,0,0,0.26
Need for Speed: Most Wanted,2005,Racing,0.19,0.07,0.26
Lumines: Electronic Symphony,2012,Misc,0.11,0.1,0.26
Star Trek: Invasion,2000,Simulation,0.15,0.1,0.26
Final Fantasy Crystal Chronicles: Echoes of Time,2009,Role-Playing,0.13,0.06,0.26
Jonah Lomu Rugby Challenge,N/A,Sports,0,0.2,0.26
Babysitting Mania,2008,Simulation,0.24,0,0.26
Star Wars: Bounty Hunter,2002,Shooter,0.2,0.05,0.26
Tom and Jerry in War of the Whiskers,2002,Fighting,0.13,0.1,0.26
Ace Attorney Investigations 2,2011,Adventure,0,0,0.26
Minute to Win It,2010,Misc,0.25,0,0.26
Smart Girl's Playhouse,2007,Misc,0.24,0,0.26
Racquet Sports,2010,Sports,0.14,0.09,0.26
TouchMaster 3(Others sales),2009,Puzzle,0,0.24,0.26
The Elder Scrolls IV: Oblivion,2006,Role-Playing,0.01,0.2,0.26
Jikkyou Powerful Pro Yakyuu 2011,2011,Sports,0,0,0.26
Madden NFL 2005,2004,Sports,0.24,0,0.26
Skylanders: Trap Team,2014,Action,0.14,0.1,0.26
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,2006,Misc,0.14,0.05,0.26
Power Pro Kun Pocket 5,2003,Sports,0,0,0.26
Konjiki no Gashbell!! Makai no Bookmark,2004,Adventure,0,0,0.26
Plants vs. Zombies,2010,Strategy,0.24,0,0.26
Riding Spirits,2002,Racing,0.13,0.1,0.26
Disney Sing It: Pop Hits,2009,Misc,0.17,0.05,0.26
Indiana Jones and the Staff of Kings,2009,Action,0.17,0.07,0.26
Etrian Odyssey Untold: The Millennium Girl,2013,Role-Playing,0.1,0.01,0.26
Bust A Groove 2,1999,Misc,0.04,0.03,0.26
Hatsune Miku: Project Diva,2009,Misc,0,0,0.26
Juiced 2: Hot Import Nights,2007,Racing,0.18,0.04,0.26
Gundam Battle Universe,2008,Fighting,0,0,0.26
Sengoku Basara: Battle Heroes,2009,Action,0,0,0.26
Nightmare Creatures,1996,Action,0.21,0.05,0.26
Star Wars Episode I: Battle for Naboo,2000,Simulation,0.21,0.05,0.26
Duke Nukem: Zero Hour,1999,Shooter,0.21,0.05,0.26
Armorines: Project S.W.A.R.M.,1999,Shooter,0.21,0.05,0.26
NCAA March Madness 08,2007,Sports,0.13,0.1,0.26
Armored Core: Nexus,2004,Simulation,0.06,0.05,0.26
Evolution Skateboarding,2002,Sports,0.13,0.1,0.26
Dora the Explorer: The Search for Pirate Pig's Treasure,2002,Adventure,0.19,0.07,0.26
Muramasa: The Demon Blade,2013,Role-Playing,0.13,0,0.26
Yakuza: Ishin,2014,Action,0,0,0.26
Indiana Jones and the Staff of Kings,2009,Action,0.11,0.1,0.26
Tony Hawk: Shred,2010,Sports,0.17,0.07,0.26
Outlaw Volleyball,2003,Sports,0.19,0.06,0.26
Batman: Vengeance,2001,Adventure,0.2,0.05,0.26
The Amazing Spider-Man 2 (2014),2014,Action,0.1,0.14,0.26
RealSports Football,1981,Sports,0.24,0.01,0.26
Tiger Woods PGA Tour 10,2009,Sports,0.12,0.01,0.26
SD Gundam G Generation: Cross Drive,2007,Strategy,0,0,0.26
Tom Clancy's Splinter Cell: Double Agent,2007,Action,0.2,0.03,0.26
Monsters vs. Aliens,2009,Action,0.14,0.09,0.26
Dungeons & Dragons Heroes,2003,Role-Playing,0.19,0.06,0.26
The Testament of Sherlock Holmes,2012,Adventure,0.05,0.15,0.26
Game of Thrones,2012,Role-Playing,0.15,0.08,0.26
Loving Life with Hello Kitty & Friends,2011,Misc,0.15,0.08,0.26
McGrath Vs. Pastrana Freestyle Motocross,2000,Racing,0.14,0.1,0.26
Legaia 2: Duel Saga,2001,Role-Playing,0.13,0.1,0.26
Crash Nitro Kart,2003,Racing,0.2,0.05,0.26
Karaoke Joysound Wii,2008,Misc,0.01,0,0.26
MLB 09: The Show,2009,Sports,0.24,0,0.26
Polarium,2004,Puzzle,0.13,0.01,0.26
Samurai Warriors 4,2014,Action,0,0,0.26
F1 2014,2014,Racing,0.08,0.15,0.26
Classic NES Series: Bomberman,2004,Action,0.1,0.04,0.26
Avatar: The Last Airbender - The Burning Earth,2007,Action,0.24,0,0.26
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,0.2,0.03,0.26
Bratz Ponyz 2,2008,Adventure,0.24,0,0.26
A.C.E.: Another Century's Episode,2005,Simulation,0,0,0.26
Frogger's Journey: The Forgotten Relic,2003,Action,0.18,0.07,0.26
X-Men vs. Street Fighter,1997,Fighting,0,0,0.26
Army of Two: The Devil's Cartel,2013,Shooter,0.16,0.07,0.26
Dora the Explorer: Game Boy Advance Video Volume 1,2004,Misc,0.18,0.07,0.26
Oddworld: Stranger's Wrath,2005,Adventure,0.19,0.06,0.26
Sega Rally Revo,2007,Racing,0.03,0.15,0.26
King of Fighters: Maximum Impact,2004,Fighting,0.13,0.1,0.26
Marvel Super Heroes vs. Street Fighter,1998,Fighting,0.14,0.1,0.26
Legendary,2008,Shooter,0.08,0.15,0.26
J-League Pro Soccer Club wo Tsukurou!,1996,Sports,0,0,0.26
Daisy Fuentes Pilates,2009,Sports,0.17,0.06,0.26
Star Trek: The Game,2013,Action,0.1,0.11,0.26
Drakan: The Ancients' Gates,2002,Adventure,0.13,0.1,0.26
Dead or Alive Xtreme 2,2006,Sports,0.15,0.03,0.26
Petz: Crazy Monkeyz,2008,Simulation,0.23,0,0.26
"SpongeBob SquarePants: Lights, Camera, Pants!",2005,Misc,0.19,0.06,0.26
Choro Q3,1998,Racing,0,0,0.26
Tokyo Jungle,2012,Action,0,0,0.26
Hunted: The Demon's Forge,2011,Action,0.12,0.08,0.26
Lemony Snicket's A Series of Unfortunate Events,2004,Platform,0.2,0.05,0.26
Pirates of the Caribbean: Dead Man's Chest,2006,Adventure,0.23,0.01,0.26
Bionicle: Matoran Adventures,2002,Platform,0.18,0.07,0.26
Armored Core: Master of Arena,1999,Simulation,0.07,0.05,0.26
Fire Emblem: Thracia 776,1999,Strategy,0,0,0.26
Desert Falcon,1987,Shooter,0.24,0.01,0.26
NASCAR 09,2008,Racing,0.22,0.01,0.26
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,1997,Role-Playing,0,0,0.26
A.C.E.: Another Century's Episode 3: The Final,2007,Simulation,0,0,0.26
ATV: Quad Power Racing,2002,Racing,0.18,0.07,0.26
Mario & Sonic at the Rio 2016 Olympic Games,2016,Action,0.03,0.11,0.26
The Backyardigans,2009,Adventure,0.24,0,0.26
Backyard NFL Football,2002,Sports,0.2,0.05,0.26
All-Star Baseball 2003,2002,Sports,0.19,0.06,0.26
Silent Hunter 5: Battle of the Atlantic,2010,Simulation,0,0.21,0.26
MTX Mototrax,2004,Racing,0.13,0.1,0.26
Tomb Raider: Underworld (Others sales),2009,Adventure,0,0.21,0.26
NHL Rock the Rink,1999,Sports,0.14,0.1,0.26
LEGO Star Wars III: The Clone Wars,2011,Action,0.1,0.13,0.26
NBA ShootOut 2004,2003,Sports,0.13,0.1,0.26
TOCA Race Driver 2: Ultimate Racing Simulator,2005,Racing,0,0.25,0.26
Super Robot Taisen R,2002,Strategy,0,0,0.26
Castlevania: Harmony of Dissonance,2002,Platform,0.16,0.06,0.26
Metroid Prime Pinball,2005,Misc,0.21,0,0.26
Formula One 2001,2001,Racing,0.13,0.1,0.26
Nickelodeon Dance,2011,Misc,0.23,0.01,0.26
Doukyuusei if,1996,Role-Playing,0,0,0.26
Baldur's Gate: Dark Alliance II,2004,Role-Playing,0.19,0.06,0.26
MVP Baseball 2004,2004,Sports,0.2,0.05,0.26
Super Street Fighter II: Turbo Revival,2001,Fighting,0.18,0.07,0.25
Secret Weapons Over Normandy,2003,Simulation,0.19,0.05,0.25
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,1998,Sports,0,0,0.25
NHL 08,2007,Action,0.16,0.06,0.25
Kidou Senshi Gundam: Giren no Yabou,1998,Strategy,0,0,0.25
Imagine: Ballet Star,2008,Simulation,0.23,0.01,0.25
Teen Titans,2006,Action,0.12,0.1,0.25
Percy Jackson and the Olympians: The Lightning Thief,2010,Role-Playing,0.22,0.01,0.25
Spelling Challenges and more!,2007,Misc,0.24,0,0.25
Crusaders of Might and Magic,1999,Role-Playing,0.14,0.1,0.25
Journey,2012,Adventure,0.04,0.15,0.25
Tearaway Unfolded,2015,Platform,0.09,0.12,0.25
Star Wars The Clone Wars: Republic Heroes,2009,Action,0.17,0.01,0.25
Bomberman Generation,2002,Adventure,0.15,0.04,0.25
NASCAR 09,2008,Racing,0.23,0,0.25
Surfing H3O,2000,Sports,0.12,0.1,0.25
Romance of the Three Kingdoms II,1991,Strategy,0,0,0.25
The Chronicles of Riddick: Assault on Dark Athena,2009,Shooter,0.12,0.1,0.25
Resident Evil Archives: Resident Evil Zero,2008,Action,0.14,0.04,0.25
Zoo Resort 3D,2011,Simulation,0.11,0.09,0.25
Ice Age 2: The Meltdown,2006,Platform,0.18,0.07,0.25
The Suite Life of Zack & Cody: Tipton Trouble,2006,Action,0.23,0,0.25
World Series of Poker,2005,Misc,0.19,0.05,0.25
Hatsune Miku: Project Diva F 2nd,2014,Misc,0.09,0.04,0.25
Galactic Attack,1994,Shooter,0,0,0.25
Power Pro Kun Pocket 2,2000,Sports,0,0,0.25
Game of Thrones,2012,Role-Playing,0.1,0.11,0.25
Happy Feet,2006,Action,0.2,0.05,0.25
Walt Disney's The Jungle Book: Rhythm N'Groove,2003,Misc,0.12,0.1,0.25
Triple Play 2002,2002,Sports,0.19,0.05,0.25
Scrabble,2009,Misc,0.21,0.02,0.25
Evil Zone,1998,Fighting,0.14,0.1,0.25
Spy Kids Challenger,2002,Platform,0.18,0.07,0.25
K-ON! Houkago Live!!,2010,Misc,0,0,0.25
A. IV Evolution: A Ressha de Ikou 4,1994,Strategy,0,0,0.25
Exhibition,2001,Misc,0.19,0.05,0.25
Scrabble,1999,Misc,0.14,0.1,0.25
Tony Hawk's Proving Ground,2007,Sports,0.22,0.01,0.25
Amped 2,2003,Sports,0.2,0.04,0.25
Blaster Master: Blasting Again,2000,Shooter,0.14,0.1,0.25
College Hoops 2K6,N/A,Sports,0.12,0.1,0.25
Cartoon Network Collection: Game Boy Advance Video Volume 1,2004,Misc,0.18,0.07,0.25
Cars,2006,Racing,0.22,0.02,0.25
Family Guy: Back to the Multiverse,2012,Action,0.14,0.09,0.25
Kung Fu Panda 2,2011,Action,0.16,0.07,0.25
Up,2009,Action,0.15,0.07,0.25
Birds of Steel,2012,Simulation,0.1,0.09,0.25
Madagascar: Escape 2 Africa,2008,Action,0.12,0.1,0.25
WipEout XL,1996,Racing,0.14,0.1,0.25
Animal Paradise,2007,Simulation,0.09,0.14,0.25
The Powerpuff Girls: Chemical X-Traction,2001,Action,0.14,0.1,0.25
NHL 08,2007,Action,0.22,0.01,0.25
Dynasty Warriors 6 (JP sales),2008,Action,0,0,0.25
Just Dance Kids 2,2011,Misc,0.1,0.1,0.25
FIFA 14,2013,Sports,0,0.23,0.25
Men of Valor,2004,Shooter,0.19,0.05,0.25
Bomberman Tournament,2001,Puzzle,0.1,0.04,0.25
Medal of Honor European Assault,2005,Shooter,0.19,0.05,0.25
Spider-Man: Web of Shadows,2008,Action,0.22,0.01,0.25
Billy Hatcher and the Giant Egg,2003,Platform,0.19,0.05,0.25
Midway's Greatest Arcade Hits,2001,Misc,0.18,0.07,0.25
SpongeBob's Truth or Square (US sales),2009,Action,0.25,0,0.25
Final Fantasy II,2001,Role-Playing,0,0,0.25
WipEout Fusion,2002,Racing,0.12,0.1,0.25
Spider-Man: Edge of Time,2011,Action,0.18,0.05,0.25
UEFA Euro 2008 Austria-Switzerland,2008,Sports,0.06,0.13,0.25
Marie no Atelier: Salburg no Renkinjutsushi,1997,Role-Playing,0,0,0.25
The Outfit,2006,Action,0.21,0.02,0.25
Golden Nugget Casino,2004,Misc,0.18,0.07,0.25
NHL 06,2005,Sports,0.19,0.05,0.25
Atari Anthology,2004,Misc,0.19,0.05,0.25
Ultimate Fighting Championship,2000,Fighting,0.14,0.09,0.25
XIII,2003,Shooter,0.16,0.08,0.25
MotoGP '07,2007,Racing,0.23,0,0.25
Samurai Shodown II,1994,Fighting,0,0,0.25
Mortal Kombat: Armageddon,2007,Fighting,0.21,0.02,0.25
Don King Presents: Prizefighter,2008,Sports,0.14,0.08,0.25
Hybrid Heaven,1999,Role-Playing,0.16,0.04,0.25
NBA Showtime: NBA on NBC,1999,Sports,0.23,0.02,0.25
Fox Sports College Hoops '99,1998,Sports,0.2,0.05,0.25
Wheel of Fortune,1997,Misc,0.2,0.05,0.25
MRC: Multi-Racing Championship,1997,Racing,0.2,0.05,0.25
F1 Pole Position 64,1997,Racing,0.11,0.13,0.25
Gex 64: Enter the Gecko,1998,Action,0.2,0.05,0.25
Wayne Gretzky's 3D Hockey '98,1997,Sports,0.23,0.02,0.25
NBA Courtside 2 featuring Kobe Bryant,1999,Sports,0.2,0.05,0.25
J Stars Victory Vs.,2015,Fighting,0.07,0.14,0.25
U-Sing: Girls Night,2010,Misc,0,0.21,0.25
The Mummy: Tomb of the Dragon Emperor,2008,Action,0.12,0.1,0.25
Def Jam Vendetta,2003,Fighting,0.19,0.05,0.25
Scooby-Doo! Unmasked,2005,Platform,0.12,0.1,0.25
Penny Racers,1996,Racing,0,0,0.25
The Sims 2,2005,Simulation,0.19,0.05,0.25
Caesars Palace II,1998,Misc,0.14,0.09,0.25
Final Fantasy Type-0,2015,Role-Playing,0.15,0.07,0.25
World Series Baseball 2K3,2003,Sports,0.12,0.1,0.25
Freshly-Picked: Tingle's Rosy Rupeeland,2006,Role-Playing,0,0.01,0.25
Pro Yakyuu Team o Tsukurou!,1998,Sports,0,0,0.25
L.A. Noire: The Complete Edition,2011,Adventure,0.08,0.13,0.25
Sentimental Graffiti,1998,Adventure,0,0,0.25
Hitman: Absolution,2012,Action,0.03,0.17,0.25
Bolt,2008,Adventure,0.18,0.05,0.25
Marvel: Ultimate Alliance 2,2009,Role-Playing,0.17,0.04,0.25
The Legend of Legacy,2015,Role-Playing,0.11,0.02,0.25
Disgaea 2: Dark Hero Days,2009,Role-Playing,0.1,0.01,0.25
Devil Kings,2005,Action,0.03,0.03,0.25
Ultimate Band,2008,Misc,0.2,0.03,0.25
NBA Jam Tournament Edition,1995,Sports,0.14,0.09,0.25
Far Cry Instincts Predator,2006,Shooter,0.2,0.03,0.25
Medabots AX: Metabee,2002,Role-Playing,0.18,0.07,0.25
Tennis no Oji-Sama: Genius Boys Academy,2002,Sports,0,0,0.25
X-Men: Destiny,2011,Action,0.14,0.08,0.25
Shadow Man,1998,Action,0.14,0.09,0.25
X-Men Origins: Wolverine,2009,Action,0.19,0.04,0.25
Netsu Chu! Pro Yakyuu 2002,2002,Sports,0,0,0.25
Ninja Gaiden 3,2012,Action,0.16,0.05,0.25
Ben 10 Ultimate Alien: Cosmic Destruction,2010,Platform,0.12,0.09,0.25
Yakuza Zero: The Place of Oath,2015,Action,0,0,0.25
Prince of Persia: The Forgotten Sands,2010,Action,0.11,0.11,0.25
Dynasty Warriors 6,2008,Action,0.12,0.09,0.25
Imagine: Zookeeper,2009,Simulation,0.16,0.06,0.25
Porky's,1982,Action,0.23,0.01,0.25
America's Army: Rise of a Soldier,2005,Shooter,0.19,0.05,0.25
Grandia,1999,Role-Playing,0.14,0.09,0.25
TV Superstars,2010,Misc,0.07,0.13,0.25
Armored Core 4,2007,Simulation,0.19,0.01,0.25
F1 2000,2000,Racing,0.14,0.09,0.25
Littlest Pet Shop: Country Friends,2009,Simulation,0.23,0,0.25
Dood's Big Adventure,2010,Platform,0.22,0.01,0.25
Pirates of the Caribbean: The Legend of Jack Sparrow,2006,Adventure,0.12,0.09,0.25
We Love Golf!,2007,Sports,0.2,0.01,0.25
WRC: World Rally Championship,2001,Racing,0.12,0.09,0.25
"Ed, Edd n Eddy: The Mis-Edventures",2005,Platform,0.19,0.05,0.25
Cars: Mater-National Championship,2007,Racing,0.12,0.09,0.25
Dreamworks Madagascar Kartz,2009,Racing,0.14,0.09,0.25
Harry Potter and the Order of the Phoenix,2007,Action,0.18,0.04,0.25
Anno 2205,2015,Strategy,0.02,0.22,0.25
Dune 2000,1999,Strategy,0.14,0.09,0.25
Cradle of Rome,2008,Puzzle,0.06,0.16,0.25
Monster Hunter G,2009,Role-Playing,0,0,0.25
Fuel,2009,Racing,0.08,0.12,0.25
Hasbro Family Game Night 3,2010,Misc,0.18,0.04,0.25
Pro Evolution Soccer 2014,2013,Action,0.06,0.16,0.25
Project Overkill,1996,Shooter,0.14,0.09,0.25
Jumping Flash! 2,1996,Platform,0.05,0.03,0.25
Nickelodeon Party Blast,2002,Misc,0.19,0.05,0.25
SBK Superbike World Championship,2008,Racing,0.12,0.11,0.25
Final Fantasy XI: Chains of Promathia,2004,Role-Playing,0.12,0.09,0.25
Choro Q2,1997,Racing,0,0,0.25
Disney's A Christmas Carol,2009,Adventure,0.22,0.01,0.25
Butt Ugly Martians: B.K.M. Battles,2002,Action,0.18,0.07,0.25
Major League Baseball 2K7,2007,Sports,0.23,0,0.25
X-Men Legends II: Rise of Apocalypse,2005,Role-Playing,0.19,0.05,0.25
Sorry! / Aggravation / Scrabble Junior,2005,Misc,0.18,0.07,0.25
Driver '76,2007,Racing,0.03,0.14,0.25
Turning Point: Fall of Liberty,2008,Shooter,0.21,0.01,0.25
NBA Courtside 2002,2002,Sports,0.19,0.05,0.25
How to Train Your Dragon 2,2014,Adventure,0.04,0.19,0.25
The Adventures of Tintin: The Game,2011,Action,0.07,0.14,0.25
Classic NES Series: Excitebike,2004,Racing,0.11,0.04,0.25
Classic NES Series: Xevious,2004,Shooter,0.08,0.03,0.25
Avatar: The Last Airbender - Into the Inferno,2008,Adventure,0.12,0.09,0.25
Disney's Planes,2013,Simulation,0.13,0.1,0.25
Dora the Explorer: Journey to the Purple Planet,2005,Adventure,0.12,0.09,0.24
Tales of Hearts,2008,Role-Playing,0,0,0.24
Digimon World: Data Squad,2006,Role-Playing,0.12,0.09,0.24
Dynasty Warriors 7,2011,Action,0.16,0.07,0.24
Catz,2005,Simulation,0.18,0.06,0.24
Jikkyou Powerful Pro Yakyuu 2001,2001,Sports,0,0,0.24
Transformers: War for Cybertron (DS Version),2010,Shooter,0.22,0.01,0.24
Mega Man X Collection,N/A,Misc,0.12,0.09,0.24
Trials Fusion,2014,Racing,0.12,0.1,0.24
LEGO Ninjago: Shadow of Ronin,2015,Action,0.03,0.16,0.24
Avalon Code,2008,Role-Playing,0.11,0,0.24
That's So Raven: Psychic on the Scene,2006,Adventure,0.23,0,0.24
Monster Jam: Path of Destruction,2010,Racing,0.21,0.02,0.24
Tongari Boushi to Oshare na Mahou Tsukai,2011,Action,0,0,0.24
Panzer General,1995,Strategy,0.14,0.09,0.24
Broken Sword: Shadow of the Templars - The Director's Cut,2009,Adventure,0.12,0.1,0.24
Gallop Racer (JP),1996,Sports,0.04,0.03,0.24
Spawn the Eternal,1997,Action,0.14,0.09,0.24
MLB,2005,Sports,0.23,0,0.24
Army Men: Sarge's Heroes 2,2000,Shooter,0.14,0.09,0.24
Command & Conquer 3: Kane's Wrath,2008,Strategy,0.16,0.06,0.24
Dreamcast Collection,2011,Misc,0.16,0.07,0.24
Madden NFL 13,2012,Sports,0.22,0,0.24
Corpse Party: Blood Drive,2014,Adventure,0.11,0.03,0.24
Homefront,2011,Shooter,0.11,0.1,0.24
Disney Stitch Jam,2009,Misc,0.08,0,0.24
Bakugan: Battle Brawlers,2009,Action,0.2,0.02,0.24
Britney's Dance Beat,2002,Misc,0.12,0.09,0.24
Guitar Freaks,1999,Simulation,0,0,0.24
World Soccer Winning Eleven 7,2003,Sports,0.12,0.09,0.24
Ace Combat: Assault Horizon Legacy,2011,Simulation,0.1,0.06,0.24
Cabela's Outdoor Adventures (2009),2009,Sports,0.23,0,0.24
SRS: Street Racing Syndicate,2004,Racing,0.18,0.05,0.24
Namco Tennis Smash Court,1995,Sports,0,0,0.24
Vexx,2003,Platform,0.12,0.09,0.24
The Incredible Hulk,2008,Action,0.22,0,0.24
BioShock 2,N/A,Shooter,0.02,0.19,0.24
Marvel vs. Capcom Origins,2006,Fighting,0.11,0.08,0.24
Pro Yaky? Spirits 2011,2011,Sports,0,0,0.24
Imagine: Teacher Class Trip,2009,Adventure,0.1,0.12,0.24
TimeSplitters: Future Perfect,2005,Shooter,0.12,0.09,0.24
Final Fantasy Fables: Chocobo Tales,2006,Adventure,0.11,0.01,0.24
Harvest Moon: Magical Melody,2005,Simulation,0.19,0.05,0.24
Genma Onimusha,2002,Action,0.14,0.04,0.24
DK: King of Swing,2005,Platform,0.17,0.06,0.24
K-1 Revenge,1997,Fighting,0.04,0.03,0.24
G-Police,1997,Action,0.13,0.09,0.24
Pure Futbol,2010,Sports,0.06,0.13,0.24
Spider-Man: Shattered Dimensions,2010,Action,0.13,0.09,0.24
Corvette,2003,Racing,0.18,0.05,0.24
Atelier Meruru: Alchemist of Arland 3,2011,Role-Playing,0.05,0,0.24
AC/DC LIVE: Rock Band Track Pack,2008,Misc,0.21,0.01,0.24
Deca Sports 3,2010,Sports,0.15,0.07,0.24
Harry Potter and the Goblet of Fire,2005,Action,0.21,0.02,0.24
Midway Arcade Treasures: Extended Play,2005,Misc,0.21,0.01,0.24
F1 2015,2015,Racing,0.08,0.15,0.24
Skylanders SWAP Force,2013,Platform,0.1,0.12,0.24
Bass Pro Shops: The Hunt,2010,Sports,0.23,0,0.24
"What Did I Do to Deserve This, My Lord!? 2",2008,Role-Playing,0.05,0,0.24
Boogie SuperStar,2008,Misc,0.2,0.02,0.24
Burnout 2: Point of Impact,2003,Racing,0.18,0.05,0.24
Rock Band Track Pack Volume 1,2008,Misc,0.17,0.05,0.24
Singularity,N/A,Shooter,0.17,0.04,0.24
Super Monkey Ball Deluxe,2005,Misc,0.12,0.09,0.24
Street Fighter X Tekken,2012,Fighting,0.14,0.05,0.24
Kill.Switch,2003,Shooter,0.18,0.05,0.24
Ben 10 Ultimate Alien: Cosmic Destruction,2010,Platform,0.1,0.09,0.24
Metro 2033,2010,Shooter,0,0.19,0.24
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,0.19,0.05,0.24
Stella Glow,2015,Role-Playing,0.16,0.01,0.24
Dancing With The Stars,2007,Misc,0.22,0,0.24
Summon Night 3,2003,Role-Playing,0,0,0.24
Pro Yaky? Spirits 2010,2010,Sports,0,0,0.24
The Simpsons: Road Rage,2001,Racing,0.19,0.05,0.24
Megamind: Mega Team Unite,2010,Adventure,0.16,0.06,0.24
PDC World Championship Darts 2008,2008,Sports,0.02,0.21,0.24
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,2006,Misc,0,0,0.24
Azurik: Rise of Perathia,2001,Action,0.18,0.05,0.24
Luminous Arc,2007,Role-Playing,0.16,0,0.24
All Grown Up!: Game Boy Advance Video Volume 1,2004,Misc,0.17,0.06,0.24
The Lord of the Rings: Aragorn's Quest,2010,Action,0.17,0.05,0.24
Dragon Ball Z: Sagas,2005,Fighting,0.18,0.05,0.24
Paws & Claws: Pet Resort,2008,Simulation,0.22,0,0.24
Grand Slam Tennis 2,2012,Sports,0.09,0.11,0.24
Sakura Wars: Atsuki Chishio Ni,2003,Role-Playing,0,0,0.24
Ms. Pac-Man: Maze Madness / Pac-Man World,2005,Puzzle,0.17,0.06,0.24
NHRA Championship Drag Racing,2005,Racing,0.12,0.09,0.24
The Price is Right 2010 Edition,2009,Misc,0.22,0,0.24
Monster Jam,2007,Racing,0.12,0.09,0.24
Valhalla Knights,2006,Role-Playing,0.15,0,0.24
Harvest Moon: Another Wonderful Life,2004,Role-Playing,0.19,0.05,0.24
NBA Live 10,2009,Sports,0.21,0,0.24
The Godfather (US & Others sales),2006,Action,0.2,0.02,0.24
Jikkyou Powerful Pro Yakyuu 15,2008,Sports,0,0,0.24
MX vs. ATV Reflex,2009,Racing,0.18,0.03,0.24
Bakugan: Battle Brawlers,2009,Action,0.19,0.03,0.24
Front Line,1981,Action,0.22,0.01,0.24
Paperboy,1999,Action,0.19,0.05,0.24
South Park: Chef's Luv Shack,1999,Misc,0.19,0.05,0.24
Midway's Greatest Arcade Hits Volume 1,2000,Misc,0.19,0.05,0.24
Road Rash 64,1999,Racing,0.19,0.05,0.24
Ready 2 Rumble Boxing: Round 2,2000,Fighting,0.19,0.05,0.24
Army Men: Air Combat,2000,Action,0.19,0.05,0.24
Rock Band Track Pack Volume 2,2008,Misc,0.21,0.02,0.24
NCAA College Basketball 2K3,2002,Sports,0.12,0.09,0.24
Mobile Suit Gundam Battlefield Record U.C.0081,2009,Action,0,0,0.24
Harry Potter and the Deathly Hallows - Part 2,2011,Action,0.12,0.1,0.24
NCAA March Madness 2004,2003,Sports,0.18,0.05,0.24
Lucky Luke,1998,Platform,0.13,0.09,0.24
Fantastic 4,2005,Action,0.19,0.05,0.24
Ashes Cricket 2009,2009,Sports,0,0.23,0.24
Ghost Rider,2007,Action,0.22,0,0.24
Tony Hawk's American Sk8land,2005,Sports,0.17,0.06,0.24
Juiced 2: Hot Import Nights,2007,Racing,0.22,0,0.24
Are You Smarter than a 5th Grader? Game Time,2009,Puzzle,0.22,0,0.24
Amazing Adventures: The Forgotten Ruins,2008,Adventure,0.13,0.08,0.24
Densetsu no Stafi 3,2004,Platform,0,0,0.24
Forsaken,1998,Shooter,0.13,0.09,0.24
Ratchet & Clank: Going Commando (JP weekly sales),2003,Action,0,0,0.24
Pictionary: Ultimate Edition,2011,Misc,0.15,0.06,0.24
LEGO The Hobbit,2014,Action,0.09,0.13,0.24
Samurai Warriors 4,2014,Action,0.08,0.07,0.24
The Hobbit,2003,Platform,0.18,0.05,0.24
Dance Dance Revolution: Disney Channel Edition,2008,Simulation,0.12,0.09,0.24
DiRT Showdown,2012,Racing,0.08,0.14,0.24
Divinity II: Ego Draconis,2009,Role-Playing,0.18,0.04,0.24
Checkers,1980,Misc,0.22,0.01,0.24
Front Mission: Gun Hazard,1996,Role-Playing,0,0,0.24
X-Men: Destiny,2011,Action,0.18,0.05,0.24
Hello Kitty Seasons,2010,Adventure,0.16,0.06,0.24
Chibi-Robo! Zip Lash,2015,Platform,0.09,0.08,0.24
4x4 EVO 2,2001,Racing,0.18,0.05,0.24
XS Airboat Racing,2002,Racing,0.13,0.09,0.24
Lunar: Silver Star Harmony,2009,Role-Playing,0.19,0,0.24
Sherlock Holmes and the Mystery of Osborne House,2010,Adventure,0.07,0.14,0.24
Grand Theft Auto,2004,Action,0.17,0.06,0.24
Dora the Explorer: Super Star Adventures,2004,Adventure,0.17,0.06,0.24
Viva Pinata: Party Animals,2007,Misc,0.19,0.03,0.24
Scrabble (Others sales),2009,Puzzle,0,0.24,0.24
Asura's Wrath,2012,Action,0.15,0.06,0.24
Lego Star Wars: The Force Awakens,2016,Action,0.12,0.1,0.24
Dynasty Warriors 6 Empires,2009,Action,0.16,0.02,0.24
My Street,2003,Misc,0.12,0.09,0.24
Wild 9,1998,Action,0.13,0.09,0.24
Shadow Hearts: Covenant,2004,Role-Playing,0.12,0.09,0.24
